first_name,middle_name,last_name,email,do_not_call,p2ptext_optout,mobile_phone,home_phone,work_phone,best_phone,join_date,xdate,membership_status,memb_status_letter,membership_type,monthly_dues_status,yearly_dues_status,union_member,union_name,union_local,accomodations,race,student_yes_no,student_school_name,mailing_pref,actionkit_id,dsa_chapter,ydsa_chapter,congressional_district,address1,address2,city,state,zip,country,lat,lon
Michael,,Edwards,zsanders@example.org,,TRUE,875-604-2743,(519)643-5559,,875-604-2743,1990-05-24,2021-05-08,Lapsed,L,one-time,lapsed,canceled_by_user,Currently organizing my workplace,,,,Other,"Yes, graduate student",Roberts High School,No,153315,Maine,,ME_01,9 Old Main Street,,Eagle Lake,Maine,04739,,47.040182,-68.589706
William,,Day,scott35@example.com,,,902-474-4223,8986003306,,902-474-4223,1989-05-28,2003-08-16,Lapsed,L,monthly,canceled_by_processor,canceled_by_processor,"Yes, current union member",AFT,5725,,Black / of African Descent,"Yes, high school student",WIDEN EL,Membership card only,823796,Maine,,ME_02,20 Turner Center Road,,Turner,Maine,04282,,44.256459,-70.256167
Jose,,Johnson,qhayes@example.com,,,(800)694-4457,436-993-7593,,(800)694-4457,2016-03-21,2020-09-29,Lapsed,L,yearly,past_due,,"No, not a union member",,,,West Asian / Middle Eastern,"Yes, graduate student",PATRIOT ELEMENTARY SCHOOL,Yes,400922,Maine,,ME_01,31 Third Avenue,,Baileyville,Maine,04694,,45.157019,-67.404717
Rebecca,,Ritter,fschroeder@example.org,,,,(946)686-1130,,(946)686-1130,1997-05-25,2007-02-27,Lapsed,L,annual,past_due,,"Yes, retired union member",NEA,402,,Other,No,,Membership card only,398838,Maine,,ME_01,8 Fox Hill Road,,Athens,Maine,04912,,44.923488,-69.673233
Andrew,,Lynch,brandonflores@example.org,,,8969111046,(258)471-9839,,8969111046,2018-06-02,2023-11-21,Member,M,annual,lapsed,canceled_by_failure,"No, but former union member",,,,Prefer Not to Say,,,No,700398,Maine,,ME_01,1146 Stetson Road,,Exeter,Maine,04435,,44.963341,-69.139024
Lindsey,,Williams,bentleydavid@example.net,,,444-277-9090,751-750-5021,,444-277-9090,1983-07-25,2011-11-15,Lapsed,L,yearly,canceled_by_processor,canceled_by_processor,"Yes, current union member",LIUNA,2348,,Native American / Indigenous,"Yes, high school student",Somerset Academy Stephanie,Yes,928673,Maine,,ME_01,16 Clark Point Road,,Southwest Harbor,Maine,04679,,44.279802,-68.325017
Alicia,,Arias,rmoore@example.org,,,(604)996-9748,,,(604)996-9748,2018-08-13,2022-06-22,Lapsed,L,income-based,past_due,canceled_by_admin,Currently organizing my workplace,,,,Pacific Islander,"Yes, high school student",WILDORADO SCHOOL,No,586180,Maine,,ME_01,435 Merrill Hill Road,,Parsonsfield,Maine,04047,,43.727445,-70.929108
Kimberly,,Villegas,gwheeler@example.net,,,968-372-2634,8524142102,,968-372-2634,1987-04-23,2022-11-15,Lapsed,L,monthly,canceled_by_failure,never,"No, not a union member",,,,Native American / Indigenous,"Yes, high school student",EMERSON ELEMENTARY SCHOOL,Yes,313048,Maine,,ME_02,15 Winslow Road,,Albion,Maine,04910,,44.532738,-69.443207
Shannon,,Scott,ymiller@example.net,,,(881)631-0093,9954771579,,(881)631-0093,1984-05-14,1992-07-06,Lapsed,L,income-based,lapsed,canceled_by_admin,"Yes, current union member",USW,2234,,Native American / Indigenous,"Yes, college student",Owensboro Innovation Middle School,No,840204,Maine,,ME_02,238 Depot Road,,Belgrade,Maine,04917,,44.447507,-69.833221
Lauren,,Young,lmoran@example.com,,,8263057160,,,8263057160,2000-01-11,2006-12-31,Lapsed,L,one-time,canceled_by_failure,canceled_by_processor,"Yes, retired union member",LIUNA,5102,,Native American / Indigenous,"Yes, graduate student",Lavina High School,Membership card only,669300,Maine,,ME_01,1 Pico Terrace,,Waterville,Maine,04901,,44.551957,-69.632191
Vanessa,,Phillips,madisoncannon@example.net,,,(402)597-6499,,,(402)597-6499,2003-12-17,2015-12-29,Lapsed,L,annual,canceled_by_admin,canceled_by_processor,"Yes, current union member",AFSCME,1827,,Native American / Indigenous,,,Yes,375276,Maine,,ME_02,1 Windsor Street,,Randolph,Maine,04346,,44.230348,-69.766711
Brandon,,Lopez,dodsonbrandy@example.org,,TRUE,602-753-8999,728-685-9565,,602-753-8999,2006-04-01,2010-11-13,Lapsed,L,annual,lapsed,canceled_by_failure,Currently organizing my workplace,,,,Other,"Yes, college student",TRUE NORTH CLASSICAL ACADEMY KENDALL,Membership card only,380042,Maine,,ME_02,469 Elmwood Road,,Pownal,Maine,04069,,43.892256,-70.183518
Stacy,,Schneider,aaronmartinez@example.org,,,,,,,2009-04-20,2016-10-21,Lapsed,L,annual,past_due,canceled_by_processor,"Yes, retired union member",,3625,,Other,"Yes, college student",EDWARD G CLYMORE ELEM,Membership card only,613209,Maine,,ME_01,485 Main Street,,Norway,Maine,04268,,44.214202,-70.545273
James,,Johnson,kayla22@example.com,True,,7284971682,3682638719,,7284971682,2020-01-09,2022-08-18,Lapsed,L,one-time,canceled_by_admin,canceled_by_processor,,,,,Jewish,,,Membership card only,194972,Maine,,ME_02,7a Sb Emery Court,,Sanford,Maine,04073,,43.438878,-70.773983
Nicole,,Ellis,xprice@example.org,,TRUE,6006565732,6584476848,,6006565732,2006-12-11,2022-03-16,Lapsed,L,annual,canceled_by_admin,canceled_by_user,"No, not a union member",,,,West Asian / Middle Eastern,No,,Membership card only,698564,Maine,,ME_01,34 Court Street,,Auburn,Maine,04210,,44.097352,-70.224809
Elizabeth,,Jones,jessecampbell@example.net,,,792-651-7886,617-872-2894,,792-651-7886,1993-08-31,2013-04-10,Lapsed,L,income-based,past_due,canceled_by_failure,"No, not a union member",,,,Hispanic / Latinx,"Yes, graduate student",Livingston Elementary School,Membership card only,604420,Maine,,ME_01,4 Beach Road,,Monmouth,Maine,04259,,44.238804,-70.035782
Cindy,,Clark,leacherika@example.org,,,828-626-4506,,,828-626-4506,1984-07-19,2020-03-21,Lapsed,L,monthly,canceled_by_failure,,"Yes, retired union member",NEA,4779,,Pacific Islander,,,Membership card only,896596,Maine,,ME_02,1069 Main Street,,Lovell,Maine,04051,,44.17942,-70.892437
Vanessa,,Li,yeseniajefferson@example.org,,,(442)794-7986,592-447-3853,,(442)794-7986,1993-03-25,2023-03-20,Member,M,monthly,canceled_by_failure,canceled_by_processor,"No, not a union member",,,,Prefer Not to Say,"Yes, high school student",PFLUGERVILLE MIDDLE,No,640709,Maine,,ME_02,65 Cote Lane,,Bowdoinham,Maine,04008,,44.039232,-69.871674
Michael,,Keller,wilsonjoshua@example.com,,,3883433112,897-205-6209,,3883433112,1986-12-04,2020-09-09,Lapsed,L,yearly,past_due,,Currently organizing my workplace,,,,White / of European Descent,"Yes, high school student",BLOOMFIELD HIGH SCHOOL,Yes,287436,Maine,,ME_01,14 Front Street,,Brownville,Maine,04414,,45.351003,-69.053855
Whitney,,Rogers,kylecarroll@example.com,,TRUE,2238071553,,,2238071553,1993-09-02,1994-09-23,Lapsed,L,annual,canceled_by_processor,never,"No, but former union member",,,,Hispanic / Latinx,No,,Membership card only,946623,Maine,,ME_01,13 Market Square,,Houlton,Maine,04730,,46.125129,-67.840794
Thomas,,Johnson,cassandra35@example.net,,,,,,,2018-06-02,2021-04-29,Lapsed,L,annual,canceled_by_processor,,"No, but former union member",,,,Black / of African Descent,"Yes, high school student",Woodburn Arts and Communications Academy,Membership card only,862148,Maine,,ME_02,4 Lambert Hill Road,,Strong,Maine,04983,,44.807561,-70.220643
Eddie,,House,abigail03@example.net,,,(349)906-8453,2897844511,,(349)906-8453,1986-04-20,1998-05-28,Lapsed,L,monthly,canceled_by_failure,canceled_by_admin,"No, but former union member",,,,White / of European Descent,"Yes, graduate student",ALPINE EL,Yes,714760,Maine,,ME_01,2 High Street,,Cornish,Maine,04020,,43.804801,-70.801392
Michelle,,Ramirez,waltersanthony@example.net,,,,(899)387-6359,,(899)387-6359,1991-01-12,2014-08-29,Lapsed,L,income-based,canceled_by_admin,canceled_by_admin,"No, not a union member",,,,West Asian / Middle Eastern,No,,No,831918,Maine,,ME_02,280 Greenwoods Road,,Sumner,Maine,04292,,44.392089,-70.438843
Christopher,T.,Campbell,williamskatherine@example.org,,,2472238573,,,2472238573,2015-10-17,2023-07-06,Member,M,income-based,canceled_by_admin,canceled_by_user,"No, not a union member",,,,Hispanic / Latinx,No,,No,973555,Maine,,ME_02,018 Daniel Forks,Apt. 503,Michelleborough,NC,04949,US,,
Patricia,,Gallagher,joanna79@example.net,,,7692075511,,,7692075511,2013-06-17,2017-07-07,Lapsed,L,income-based,canceled_by_processor,canceled_by_admin,"Yes, retired union member",NEA,3901,,White / of European Descent,,,No,713873,Maine,,ME_01,1146 Stetson Road,,Exeter,Maine,04435,,44.963341,-69.139024
Erin,,Curry,julieshepard@example.net,,,,267-937-9262,,267-937-9262,2008-07-24,2016-10-20,Lapsed,L,yearly,canceled_by_processor,canceled_by_failure,"Yes, retired union member",UAW,5537,,West Asian / Middle Eastern,"Yes, graduate student",Avon Intermediate School East,Membership card only,480627,Maine,,ME_02,47 Marshall Point Road,,Saint George,Maine,04860,,43.924592,-69.254719
Christopher,,Morgan,brownvictoria@example.net,True,,,421-798-7560,,421-798-7560,1987-01-18,2012-12-05,Lapsed,L,monthly,canceled_by_failure,canceled_by_user,"Yes, current union member",LIUNA,4218,,Jewish,"Yes, college student",MARTIN LUTHER KING JR EARLY LEARNING CENTER,No,948261,Maine,,ME_02,7 Commercial Street,,Hartland,Maine,04943,,44.883394,-69.447548
Heather,,Roberts,aaronabbott@example.net,,,5507480894,,,5507480894,2010-10-29,2016-01-09,Lapsed,L,income-based,canceled_by_failure,never,"No, not a union member",,,,Asian,"Yes, college student",Pekin Community High School,Yes,707752,Maine,,ME_01,11 Swift Brook Road,,Stacyville,Maine,04777,,45.863662,-68.505309
Richard,Madison,Jones,jonesdaniel@example.net,,TRUE,,6033641855,,6033641855,2018-11-29,2024-09-20,Member in Good Standing,M,income-based,canceled_by_admin,never,"No, but former union member",,,,Pacific Islander,"Yes, high school student",PATRIOT ELEMENTARY,No,630784,Maine,,ME_02,10 School Road,,Topsfield,Maine,04490,,45.418959,-67.73556
Larry,Joseph,Jones,hernandezgina@example.net,,,,215-753-7334,,215-753-7334,1999-10-06,2016-06-20,Lapsed,L,monthly,lapsed,canceled_by_processor,"No, not a union member",,,,Pacific Islander,"Yes, high school student",Maynard High,No,919431,Maine,,ME_01,382 Main Street,,Damariscotta,Maine,04543,,44.032857,-69.518659
Robert,,White,ogeorge@example.net,,,4294422296,434-480-3394,,4294422296,2012-02-17,2015-01-30,Lapsed,L,annual,canceled_by_admin,never,"No, not a union member",,,,White / of European Descent,No,,Membership card only,244237,Maine,,ME_02,112 Center Road,,Easton,Maine,04740,,46.641153,-67.909469
Morgan,,Ruiz,keith29@example.net,,,4015389967,,,4015389967,1996-09-18,2013-02-02,Lapsed,L,yearly,canceled_by_failure,canceled_by_failure,"Yes, current union member",NEA,2156,,Jewish,"Yes, graduate student",California Area El Sch,Yes,495655,Maine,,ME_01,901 Main Street,,Palmyra,Maine,04965,,44.84662,-69.358749
Kathleen,,Lynn,ruizwillie@example.net,,,(336)468-0232,,,(336)468-0232,2018-07-08,2023-11-11,Member,M,monthly,canceled_by_processor,,Currently organizing my workplace,,,,White / of European Descent,"Yes, college student",INDEPENDENCE MIDDLE,Membership card only,708160,Maine,,ME_02,11991 Jeffrey Springs,Apt. 387,Lake Jeanette,GU,04075,US,,
Shannon,,Walsh,angelawhitaker@example.net,,,(997)853-8187,,,(997)853-8187,2020-11-19,2022-09-10,Lapsed,L,one-time,canceled_by_processor,canceled_by_failure,"Yes, retired union member",IBEW,3265,,Black / of African Descent,"Yes, graduate student",Mary Peacock Elementary,No,856706,Maine,,ME_01,1316 Main Street,,Wilton,Maine,04294,,44.616257,-70.194626
Brian,Sierra,Bennett,michaelsullivan@example.org,,,6686708143,,,6686708143,1989-01-24,2002-06-13,Lapsed,L,yearly,canceled_by_failure,canceled_by_failure,"No, but former union member",,,,Black / of African Descent,"Yes, high school student",Northglade Montessori School,Membership card only,126984,Maine,,ME_01,70 Old County Road North,,West Enfield,Maine,04493,,45.243389,-68.64975
Jessica,,Hopkins,sheltonandrew@example.com,,,4007916906,,,4007916906,2022-04-12,2023-08-29,Member,M,annual,past_due,canceled_by_processor,"Yes, retired union member",USW,4770,,Black / of African Descent,No,,Yes,936355,Maine,,ME_02,32 Riverside Drive,,Eddington,Maine,04428,,44.826182,-68.693367
Amanda,,Roy,zkim@example.net,,TRUE,578-672-4380,,,578-672-4380,2015-05-11,2018-06-01,Lapsed,L,monthly,lapsed,canceled_by_failure,"No, but former union member",,,,Other,No,,No,27985,Maine,,ME_01,38 Lower a Street,,Portland,Maine,04108,,43.657027,-70.196159
Julian,,Sanders,mcleanshelley@example.net,,TRUE,6634655264,,,6634655264,2005-04-21,2017-02-19,Lapsed,L,yearly,past_due,canceled_by_user,Currently organizing my workplace,,,,Native American / Indigenous,"Yes, graduate student",Franklin School,No,497245,Maine,,ME_01,9999 Maine Highway 1,,East Machias,Maine,04630,,44.739244,-67.38999
Ashley,,Smith,akennedy@example.com,,,6197867273,7583679953,,6197867273,2018-10-07,2022-04-10,Lapsed,L,yearly,lapsed,canceled_by_user,"No, but former union member",,,,Prefer Not to Say,No,,Membership card only,354617,Maine,,ME_01,142 York St,,York,Maine,03909,,43.152097,-70.649319
Robert,,Wilson,briannaweaver@example.com,,TRUE,4432963019,(447)874-9484,,4432963019,1983-10-30,2012-04-25,Lapsed,L,annual,lapsed,canceled_by_failure,"No, but former union member",,,,Other,No,,Membership card only,690276,Maine,,ME_02,65 Cote Lane,,Bowdoinham,Maine,04008,,44.039232,-69.871674
Danielle,,Johnson,awhitehead@example.org,,,6062147165,378-441-3626,,6062147165,1999-05-17,2007-04-24,Lapsed,L,monthly,lapsed,canceled_by_user,"Yes, current union member",AFT,4293,,Black / of African Descent,No,,Yes,984779,Maine,,ME_01,1729 Harpswell Islands Road,,Orrs Island,Maine,04066,,43.759873,-69.978089
Kimberly,,Warren,melissa63@example.org,,,3519125044,,,3519125044,1987-12-18,1994-03-06,Lapsed,L,annual,past_due,canceled_by_failure,"No, not a union member",,,,Pacific Islander,"Yes, graduate student",PARK BROOK ELEMENTARY,Yes,139327,Maine,,ME_02,128 Valley Avenue,,Diamond Cove,Maine,04102,,43.677125,-70.199428
Kimberly,,Stewart,lisa26@example.com,,,(428)351-8146,2588125494,,(428)351-8146,1987-02-18,1989-01-25,Lapsed,L,monthly,past_due,canceled_by_failure,Currently organizing my workplace,,,,West Asian / Middle Eastern,No,,Membership card only,435497,Maine,,ME_01,1 Pico Terrace,,Waterville,Maine,04901,,44.551957,-69.632191
Joshua,B.,Acosta,uandrews@example.org,,,,7055732947,,7055732947,2010-08-18,2011-09-02,Lapsed,L,yearly,canceled_by_admin,canceled_by_processor,"Yes, retired union member",IBEW,228,,Asian,No,,Yes,759469,Maine,,ME_02,1214 Long Plains Road,,Buxton,Maine,04098,,43.638063,-70.51918
Kristie,,Sloan,zvance@example.net,,,5665727938,3675491704,,5665727938,2001-06-11,2021-10-06,Lapsed,L,yearly,canceled_by_failure,,"No, but former union member",,,,Native American / Indigenous,"Yes, high school student",SPRING OAKS MIDDLE,No,366647,Maine,,ME_02,353 Pond Road,,Mount Vernon,Maine,04352,,44.500913,-69.987717
John,,Lambert,jackie57@example.net,True,,868-560-4942,,,868-560-4942,2015-07-15,2024-02-23,Member in Good Standing,M,annual,canceled_by_processor,canceled_by_user,"Yes, retired union member",USW,5015,,Native American / Indigenous,,,Yes,971922,Maine,,ME_01,3 Main Street,,Steep Falls,Maine,04085,,43.793965,-70.652558
Kristy,,Stanley,diazsean@example.org,,,,(316)973-0925,,(316)973-0925,2020-06-06,2021-11-10,Lapsed,L,yearly,canceled_by_admin,canceled_by_admin,"Yes, current union member",USW,5659,,Pacific Islander,"Yes, high school student",RIO VISTA ISD JJAEP,Yes,176602,Maine,,ME_01,8 New England Road,,Searsmont,Maine,04973,,44.361742,-69.195041
Jill,,Christensen,haydenmoore@example.net,,,707-484-0572,,,707-484-0572,2006-04-13,2008-03-12,Lapsed,L,yearly,canceled_by_failure,,"No, but former union member",,,,West Asian / Middle Eastern,"Yes, graduate student",Discovery High School-Achieve,Membership card only,709880,Maine,,ME_02,6 Weld Road,,Wilton,Maine,04294,,44.592912,-70.228729
Joseph,,Terry,chloe96@example.net,,,,(868)772-5740,,(868)772-5740,2022-12-26,2024-05-06,Member in Good Standing,M,monthly,canceled_by_admin,canceled_by_admin,"No, not a union member",,,,West Asian / Middle Eastern,"Yes, college student",WC Tel Center,Yes,626030,Maine,,ME_01,24 Main Street,,Lincoln,Maine,04457,,45.363002,-68.504563
Jason,,Lee,austin00@example.net,,,,,,,2006-06-14,2017-09-28,Lapsed,L,annual,canceled_by_admin,canceled_by_admin,Currently organizing my workplace,,,,Prefer Not to Say,,,Membership card only,802580,Maine,,ME_02,8 Main Street,,Hiram,Maine,04041,,43.879088,-70.803452
Laura,,Graham,barbarafigueroa@example.org,,,(442)880-1071,6462637353,,(442)880-1071,1990-01-24,1994-07-16,Lapsed,L,income-based,canceled_by_processor,never,"No, not a union member",,,,West Asian / Middle Eastern,,,No,344688,Maine,,ME_02,8 High Street,,Kennebunk,Maine,04043,,43.384092,-70.545273
Ann,,Mason,fsanchez@example.org,,,,6468876711,,6468876711,1996-02-26,2003-06-21,Lapsed,L,one-time,lapsed,,Currently organizing my workplace,,,,West Asian / Middle Eastern,"Yes, high school student",Morris Jeff Community School,No,682497,Maine,,ME_01,2 Mainstream Road,,Harmony,Maine,04942,,44.974028,-69.546204
Joseph,,Fletcher,william21@example.net,,,309-216-2591,,,309-216-2591,1989-05-28,2006-02-02,Lapsed,L,yearly,lapsed,canceled_by_processor,"No, not a union member",,,,West Asian / Middle Eastern,No,,Membership card only,860154,Maine,,ME_01,16 Willey District Road,,Cherryfield,Maine,04622,,44.607299,-67.925837
Anna,S.,Richardson,james64@example.org,,TRUE,246-458-1177,,,246-458-1177,2017-10-16,2022-03-12,Lapsed,L,annual,lapsed,canceled_by_user,"No, not a union member",,,,Pacific Islander,"Yes, college student",Clermont Northeastern High School,Membership card only,782581,Maine,,ME_02,2480 Auburn Road,,Turner,Maine,04282,,44.342444,-70.25634
Christian,,Padilla,mariehawkins@example.net,,,(621)202-4711,,,(621)202-4711,1999-09-01,2004-10-23,Lapsed,L,annual,canceled_by_admin,,,,,,Asian,No,,Yes,166175,Maine,,ME_01,60 Pound Road,,Durham,Maine,04222,,43.962303,-70.130368
Manuel,K.,Allen,christopher67@example.net,,,(680)777-3554,,,(680)777-3554,1989-04-19,2012-10-15,Lapsed,L,one-time,canceled_by_admin,never,"No, but former union member",,,,Black / of African Descent,"Yes, graduate student",Ottawa Elementary School,Membership card only,603274,Maine,,ME_02,1120 Old Danville Road,,Auburn,Maine,04210,,44.022598,-70.265144
Eric,,Ortiz,melendezlisa@example.net,,,,,,,1983-03-03,1989-02-14,Lapsed,L,,canceled_by_admin,canceled_by_processor,Currently organizing my workplace,,,,Native American / Indigenous,"Yes, college student",FARMINGTON TREATMENT CENTER,No,938293,Maine,,ME_01,8 Church Street,,East Boothbay,Maine,04544,,43.864411,-69.584086
Kelly,,Turner,donald89@example.com,,,466-599-3553,,,466-599-3553,2005-07-23,2008-06-20,Lapsed,L,income-based,canceled_by_processor,,"Yes, retired union member",UFCW,1058,,West Asian / Middle Eastern,"Yes, college student",EXPLORER ELEMENTARY SCHOOL,Yes,158969,Maine,,ME_02,397 Water Street,,Gardiner,Maine,04345,,44.230441,-69.775543
Susan,V.,Stevens,crossnicholas@example.org,,,,,,,2017-07-28,2019-11-07,Lapsed,L,one-time,lapsed,canceled_by_failure,Currently organizing my workplace,,,,Black / of African Descent,,,No,828239,Maine,,ME_01,53 Main Street,,Limestone,Maine,04750,,46.908998,-67.826157
Angela,,Smith,allendanielle@example.net,,,,(447)672-1472,,(447)672-1472,2018-10-13,2021-10-05,Lapsed,L,annual,canceled_by_processor,,"Yes, retired union member",LIUNA,3186,,West Asian / Middle Eastern,"Yes, college student",Ness Elementary,Membership card only,662328,Maine,,ME_01,237 Main Street,,West Paris,Maine,04289,,44.324339,-70.574112
Daniel,,Nguyen,dustinsawyer@example.net,,TRUE,,,,,2018-10-03,2022-03-28,Lapsed,L,annual,canceled_by_failure,canceled_by_user,Currently organizing my workplace,,,,Jewish,No,,Membership card only,995785,Maine,,ME_02,117 Station Road,,New Sweden,Maine,04762,,46.941824,-68.120728
Emily,,Walker,carolynmartin@example.net,,,,(693)817-1248,,(693)817-1248,2014-01-22,2018-08-22,Lapsed,L,one-time,canceled_by_admin,canceled_by_processor,Currently organizing my workplace,,,,Pacific Islander,,,Membership card only,169317,Maine,,ME_01,153 Maine Highway 1,,Whiting,Maine,04691,,44.791094,-67.175903
Kenneth,,Gibson,richard16@example.org,True,,,(405)728-1879,,(405)728-1879,1999-07-02,2017-09-05,Lapsed,L,one-time,canceled_by_admin,canceled_by_failure,"No, but former union member",,,,Hispanic / Latinx,,,Membership card only,908096,Maine,,ME_02,7 Harding Lane,,Sargentville,Maine,04673,,44.301625,-68.672102
Andrew,,Rowland,npadilla@example.org,,,,3219393373,,3219393373,2023-09-17,2024-12-16,Member in Good Standing,M,one-time,active,canceled_by_processor,Currently organizing my workplace,,,,Prefer Not to Say,"Yes, college student",Pope Co High School,Membership card only,408520,Maine,,ME_02,3 Steamboat Road,,Cutler,Maine,04626,,44.657365,-67.203831
Nicole,Hannah,Huffman,katie26@example.org,,,974-978-1281,,,974-978-1281,2008-06-25,2016-08-04,Lapsed,L,yearly,canceled_by_processor,,"No, not a union member",,,,West Asian / Middle Eastern,"Yes, graduate student",Margarita Muniz Academy,Membership card only,998072,Maine,,ME_02,11 Sunset Road,,Cliff Island,Maine,04019,,43.694876,-70.108794
Michelle,,Washington,brandystone@example.net,True,TRUE,,822-309-0434,,822-309-0434,2017-02-18,2024-05-10,Member in Good Standing,M,one-time,canceled_by_admin,never,"No, but former union member",,,,Native American / Indigenous,"Yes, college student",Catherine T. Reed Elementary,No,472333,Maine,,ME_02,8 Main Street,,Hiram,Maine,04041,,43.879088,-70.803452
Laura,J.,Barrett,seanhartman@example.net,,,,,,,2014-02-15,2021-05-06,Lapsed,L,annual,lapsed,canceled_by_user,"Yes, current union member",NEA,4257,,Other,"Yes, college student",Cordova Middle,Yes,759653,Maine,,ME_02,106 Philbrick Street,,Farmington,Maine,04938,,44.620895,-70.075337
Damon,S.,Wells,ibarramatthew@example.com,,,419-712-3270,6655122162,,419-712-3270,2015-04-16,2017-12-10,Lapsed,L,monthly,canceled_by_admin,canceled_by_admin,"No, but former union member",,,,Black / of African Descent,"Yes, high school student",BROADALBIN-PERTH MIDDLE SCHOOL,Membership card only,124087,Maine,,ME_02,292 Hammond Street,,Bangor,Maine,04401,,44.801182,-68.777814
Jason,,Graham,tracyhernandez@example.org,,,894-766-8504,,,894-766-8504,1999-12-13,2015-06-29,Lapsed,L,monthly,past_due,canceled_by_failure,"Yes, retired union member",USW,891,,Other,"Yes, high school student",Baltimore International Academy,Membership card only,220306,Maine,,ME_01,3525 Union Street,,Levant,Maine,04456,,44.869496,-68.935089
Martin,,Parker,rreynolds@example.com,,,9219800851,,,9219800851,2011-12-10,2013-10-08,Lapsed,L,yearly,canceled_by_processor,canceled_by_processor,"Yes, retired union member",NEA,2136,,Other,"Yes, college student",Gibbs School,Membership card only,37663,Maine,,ME_02,9 Canoe Club Road,,Hampden,Maine,04444,,44.744516,-68.836982
Mary,,Turner,juliestafford@example.com,,,751-354-7897,8403875927,,751-354-7897,1986-08-12,2010-08-21,Lapsed,L,income-based,canceled_by_admin,never,"No, but former union member",,,,Hispanic / Latinx,No,,Yes,588959,Maine,,ME_02,1004 Western Avenue,,Dixmont,Maine,04932,,44.680347,-69.162822
Keith,,Snyder,tcox@example.org,,TRUE,,(424)200-1099,,(424)200-1099,1994-10-06,2002-07-26,Lapsed,L,annual,past_due,canceled_by_failure,Currently organizing my workplace,,,,West Asian / Middle Eastern,"Yes, college student",Alcott Elementary,Membership card only,95383,Maine,,ME_02,4 Rover Rd,,Dixfield,Maine,04224,,44.548308,-70.300986
Crystal,S.,Davis,wwallace@example.com,,,(936)935-2697,9093839119,,(936)935-2697,2001-01-12,2020-02-27,Lapsed,L,income-based,lapsed,canceled_by_processor,"Yes, retired union member",AFT,5297,,Asian,"Yes, graduate student",MORRISTOWN ELEMENTARY,No,253391,Maine,,ME_02,927 Forest Avenue,,Portland,Maine,04103,,43.679303,-70.288436
Robert,,Wang,jsalazar@example.org,,,(326)731-6235,,,(326)731-6235,1989-02-04,2000-12-08,Lapsed,L,annual,canceled_by_admin,canceled_by_failure,,,,,Asian,,,No,438582,Maine,,ME_02,2 Main Road North,,Frankfort,Maine,04438,,44.608844,-68.874601
Courtney,A.,Mclean,millerwendy@example.org,True,,,,,,1996-01-26,1997-05-22,Lapsed,L,yearly,canceled_by_failure,never,"No, not a union member",,,,Other,"Yes, high school student",WEATHERFORD HS,Yes,955157,Maine,,ME_01,1434 US Route 1,,Hancock,Maine,04640,,44.529311,-68.253937
Elizabeth,,Burke,richard70@example.net,,,4054105865,995-493-2455,,4054105865,2010-12-14,2013-05-03,Lapsed,L,annual,lapsed,,"Yes, current union member",Teamsters,1233,,Native American / Indigenous,,,No,387683,Maine,,ME_01,3 Main Street,,Steep Falls,Maine,04085,,43.793965,-70.652558
Victoria,,Rivera,jillwebb@example.com,,,500-868-8199,,,500-868-8199,2019-07-21,2024-08-03,Member in Good Standing,M,yearly,canceled_by_admin,canceled_by_admin,"Yes, retired union member",UAW,4368,,Native American / Indigenous,,,Yes,812285,Maine,,ME_01,16 Willey District Road,,Cherryfield,Maine,04622,,44.607299,-67.925837
Victoria,A.,West,brandicampos@example.org,,,(365)277-1874,225-565-7894,,(365)277-1874,1991-03-05,1996-02-25,Lapsed,L,one-time,canceled_by_processor,canceled_by_failure,"No, not a union member",,,,Hispanic / Latinx,"Yes, high school student",New Middleton Elementary,Membership card only,467413,Maine,,ME_01,1 Ladd Cove Road,,Wayne,Maine,04284,,44.348679,-70.066165
Laura,,Vazquez,logandaniel@example.org,,,(928)979-4914,(995)384-8973,,(928)979-4914,2003-06-01,2004-07-19,Lapsed,L,income-based,past_due,canceled_by_processor,"Yes, current union member",UFCW,4220,,Prefer Not to Say,"Yes, graduate student",Saint Croix Central Middle,Yes,712096,Maine,,ME_02,4036 Main Street,,West Forks,Maine,04985,,45.396995,-70.036175
David,,Kim,vargasscott@example.net,,,8932327062,2928461980,,8932327062,2004-02-23,2023-07-14,Member,M,one-time,canceled_by_failure,,"Yes, retired union member",IBEW,4897,,Hispanic / Latinx,"Yes, graduate student",Hartford High,No,961821,Maine,,ME_02,568 Wilson Pond Road,,North Monmouth,Maine,04265,,44.277848,-70.030885
Teresa,,Thornton,crystal08@example.org,True,,(971)258-1965,,,(971)258-1965,1984-08-24,2002-01-21,Lapsed,L,annual,canceled_by_failure,canceled_by_processor,"Yes, current union member",AFT,1701,,Asian,"Yes, college student",Fickett Elementary School,Yes,752415,Maine,,ME_02,303 King Street,,Oxford,Maine,04270,,44.131957,-70.493774
Jeffrey,,Walton,dawn77@example.org,,,(461)459-9792,5412573336,,(461)459-9792,2021-05-12,2023-10-17,Member,M,yearly,lapsed,canceled_by_processor,,,,,Prefer Not to Say,"Yes, college student",LASEC-CAD Program,Membership card only,535594,Maine,,ME_02,59 Old Town Road,,Hudson,Maine,04449,,45.001178,-68.880592
